Epoch,Loss train,Loss val,Deviation train,Deviation val
0,0.05118034867679372,0.0622480827219346,0.8700659275054932,1.0582174062728882
1,0.04995958244099336,0.05929197283352122,0.8493129014968872,1.0079635381698608
2,0.04696691386839923,0.055806352811701154,0.7984375357627869,0.9487079977989197
3,0.04348227907629574,0.0514836311340332,0.7391987442970276,0.8752217292785645
4,0.0391386677237118,0.046183554565205294,0.6653573513031006,0.78512042760849
5,0.03387047613368315,0.03975780220592723,0.5757980942726135,0.6758826375007629
6,0.0275112180148854,0.03219085230546839,0.46769070625305176,0.5472444891929626
7,0.0209097494097317,0.023326970198575186,0.35546573996543884,0.3965584933757782
8,0.013545608695815592,0.015795935602749094,0.23027534782886505,0.2685309052467346
9,0.010163119610618143,0.011538703651989208,0.17277303338050842,0.19615796208381653
10,0.012145134456017437,0.012358619009747225,0.20646728575229645,0.21009652316570282
11,0.017213488326353187,0.012905293527771445,0.29262930154800415,0.21938998997211456
12,0.019165600047392005,0.012190910823204937,0.32581520080566406,0.20724548399448395
13,0.016838713603861192,0.011112805675057805,0.28625813126564026,0.18891769647598267
14,0.013251631575472215,0.012232099385822521,0.22527773678302765,0.20794568955898285
15,0.011416676289895001,0.014053781242931591,0.19408349692821503,0.23891428112983704
16,0.010604134377311258,0.01649846224223866,0.18027028441429138,0.28047385811805725
17,0.01016180041958304,0.018653284100925222,0.17275060713291168,0.31710582971572876
18,0.010577688322347753,0.020779043436050415,0.1798207014799118,0.35324373841285706
19,0.012022394467802608,0.022124726982677683,0.20438070595264435,0.37612035870552063
20,0.012527797152014339,0.022448115489062143,0.21297255158424377,0.3816179633140564
21,0.013074531274683335,0.02174340802080491,0.2222670316696167,0.36963793635368347
22,0.01247184066211476,0.02026772323776694,0.21202129125595093,0.34455129504203796
23,0.011692987645373625,0.01856005542418536,0.19878078997135162,0.3155209422111511
24,0.010750082485816059,0.017012762672760907,0.18275140225887299,0.2892169654369354
25,0.010111281100441427,0.015622349346385282,0.17189177870750427,0.2655799388885498
26,0.010125192649224225,0.014387689969118904,0.17212827503681183,0.24459072947502136
27,0.010467999121722053,0.013456404209136963,0.1779559850692749,0.22875887155532837
28,0.010700522976763108,0.01305040980086607,0.18190889060497284,0.2218569666147232
29,0.011125437477055718,0.012840583043939927,0.1891324371099472,0.21828991174697876
30,0.011043992112664616,0.01278897506349227,0.18774786591529846,0.2174125760793686
31,0.011098908150897306,0.012882876045563641,0.1886814385652542,0.2190088927745819
32,0.010953246670610765,0.01310700090492473,0.186205193400383,0.2228190153837204
