Epoch,Loss train,Loss val,Deviation train,Deviation val
0,0.03560392646228566,0.04612987532335169,0.6052667498588562,0.7842078804969788
1,0.03376922887914321,0.04454709501827464,0.5740768909454346,0.757300615310669
2,0.03220116741517011,0.042428205994998705,0.5474198460578918,0.721279501914978
3,0.030042087330537683,0.039710346390219295,0.5107154846191406,0.675075888633728
4,0.027372961535173303,0.03635605994392844,0.46534034609794617,0.6180530190467834
5,0.02464348603697384,0.032346686896155864,0.4189392626285553,0.5498936772346497
6,0.020740046220667222,0.027701751274221083,0.3525807857513428,0.4709297716617584
7,0.016913878567078534,0.02229046295670902,0.2875359356403351,0.37893787026405334
8,0.012996731435551363,0.017340693403692806,0.22094443440437317,0.2947917878627777
9,0.010177181924090666,0.01397095445324393,0.17301209270954132,0.2375062257051468
10,0.010538926019388087,0.011923043166889864,0.17916174232959747,0.20269173383712769
11,0.011432289200670579,0.010822933386353886,0.19434891641139984,0.18398986756801605
12,0.013184508856605081,0.011025307809605318,0.22413665056228638,0.1874302327632904
13,0.014315027524443233,0.01100691977669211,0.24335546791553497,0.18711763620376587
14,0.014151114751310909,0.010798019521376667,0.24056895077228546,0.18356633186340332
15,0.012988637475406422,0.011513026321635526,0.22080683708190918,0.19572144746780396
16,0.011890025699839872,0.01255278376971974,0.20213043689727783,0.2133973240852356
17,0.011434562066022088,0.01377966211122625,0.1943875551223755,0.23425425589084625
18,0.01051453544813044,0.01540648060686448,0.17874710261821747,0.26191017031669617
19,0.010238228475346285,0.016862837707295138,0.17404988408088684,0.28666824102401733
20,0.010382280630223891,0.0181753232198603,0.17649877071380615,0.3089804947376251
21,0.010320209405001472,0.019390030818827012,0.17544355988502502,0.3296305239200592
22,0.011033263276605046,0.019926467362572167,0.18756547570228577,0.3387499451637268
23,0.011619354872142567,0.019881888347513536,0.19752903282642365,0.3379921019077301
24,0.01130055241725024,0.01932391173699323,0.1921093910932541,0.3285064995288849
25,0.01089738221729503,0.018288312589420992,0.1852554976940155,0.31090131402015686
26,0.010277233579579522,0.0173701030366561,0.17471297085285187,0.2952917516231537
27,0.010197073221206665,0.01647025697371539,0.1733502447605133,0.2799943685531616
28,0.010053718791288488,0.01567994145786061,0.1709132194519043,0.26655900478363037
29,0.010188211412990795,0.014999778831706327,0.1731995940208435,0.25499624013900757
30,0.010312303900718689,0.014427160515504725,0.1753091663122177,0.24526172876358032
31,0.010511712992892545,0.01407865566365859,0.17869912087917328,0.23933714628219604
32,0.010439076844383688,0.013939081745989183,0.1774643063545227,0.2369643896818161
33,0.010754509007229525,0.013998540885308209,0.18282665312290192,0.23797519505023956
34,0.01065509459551643,0.014236699132358326,0.1811366081237793,0.24202388525009155
35,0.010413725586498486,0.014630116960581611,0.17703333497047424,0.2487119883298874
36,0.010356293881640714,0.015158746172400081,0.17605699598789215,0.2576986849308014
37,0.010161005398806404,0.01568872788373162,0.17273709177970886,0.2667083740234375
38,0.009997402043903576,0.01621558385736802,0.16995583474636078,0.27566492557525635
39,0.010021281592986164,0.016740579815471873,0.17036178708076477,0.28458985686302185
40,0.010171615025576423,0.017265091924106375,0.1729174554347992,0.29350656270980835
41,0.009916701737572165,0.017783594482085285,0.1685839295387268,0.30232110619544983
42,0.010256201028823853,0.017990543561823228,0.1743554174900055,0.3058392405509949
43,0.010481631931136636,0.017892497427323285,0.17818774282932281,0.30417245626449585
44,0.010170359821880566,0.017487850259332097,0.1728961169719696,0.29729345440864563
