Epoch,Loss train,Loss val,Deviation train,Deviation val
0,0.03901182202731862,0.029101888923084036,0.6632009744644165,0.4947321116924286
1,0.04152748514624203,0.044515097842496985,0.7059672474861145,0.7567566633224487
2,0.032141057883991915,0.03887641429901123,0.5463979840278625,0.6608990430831909
3,0.02687321515644298,0.01989760819603415,0.45684465765953064,0.33825933933258057
4,0.01166310117525213,0.013635339105830473,0.1982727199792862,0.23180076479911804
5,0.021394508726456585,0.011064690702101764,0.36370664834976196,0.18809974193572998
6,0.013318770072039436,0.017368562081280875,0.2264190912246704,0.2952655553817749
7,0.010504416683140923,0.025856070658739877,0.1785750836133957,0.4395532011985779
8,0.015641263302634743,0.025122593430911794,0.26590147614479065,0.4270840883255005
9,0.015284806489944458,0.01805373325067408,0.2598417103290558,0.30691346526145935
10,0.010665940011248869,0.012617213761105257,0.18132098019123077,0.21449263393878937
11,0.011118615374845616,0.010956695851157694,0.1890164613723755,0.1862638294696808
12,0.013814569396131179,0.010874848155414356,0.23484767973423004,0.18487241864204407
13,0.013552670969682582,0.012914249125648947,0.23039540648460388,0.2195422351360321
14,0.011215721859651454,0.01733811813242295,0.1906672716140747,0.2947480082511902
15,0.010099552133504082,0.02185673573437859,0.1716923862695694,0.37156450748443604
16,0.01277123303974376,0.02236662366810967,0.21711096167564392,0.3802326023578644
17,0.012983772684546077,0.01830548223327188,0.22072413563728333,0.31119319796562195
18,0.010522021966822007,0.01419442453805138,0.17887437343597412,0.24130521714687347
19,0.010463205330512104,0.0121936254641589,0.17787449061870575,0.2072916328907013
20,0.011601046604268691,0.011281873373424305,0.19721779227256775,0.1917918473482132
21,0.012233041665133308,0.011562300955548006,0.20796170830726624,0.1965591162443161
22,0.011417724630411933,0.012777864933013916,0.19410131871700287,0.21722370386123657
23,0.01119734171558829,0.014835042112013874,0.19035480916500092,0.25219571590423584
24,0.010333918473299812,0.017780256621977863,0.1756766140460968,0.30226436257362366
25,0.010181569877792807,0.018892870229833266,0.17308668792247772,0.3211787939071655
26,0.010795632705968968,0.017871460493873146,0.18352575600147247,0.3038148283958435
27,0.010480701046831468,0.015578541685553157,0.17817191779613495,0.2648352086544037
28,0.010363785659565646,0.013626537778798272,0.17618435621261597,0.23165114223957062
29,0.010434815988821141,0.012956337017171523,0.1773918718099594,0.2202577292919159
30,0.010849947438520543,0.012899941381286173,0.18444910645484924,0.21929900348186493
31,0.010870491757112391,0.013355730211033541,0.18479835987091064,0.2270474135875702
32,0.010672109091983122,0.014748348909265855,0.18142585456371307,0.25072193145751953
33,0.010473843883065617,0.016778874046662274,0.17805534601211548,0.28524085879325867
34,0.010154567220631768,0.01886640752063078,0.17262764275074005,0.32072892785072327
35,0.011095673722379348,0.01877646060550914,0.1886264532804489,0.3191998302936554
36,0.011129189940059887,0.016725135200163898,0.18919622898101807,0.28432729840278625
37,0.010316229918423821,0.015149614390204935,0.17537590861320496,0.2575434446334839
38,0.010120228809468886,0.01391370769809274,0.17204388976097107,0.2365330308675766
39,0.010355802143321317,0.01356687703553368,0.1760486364364624,0.23063690960407257
40,0.01073185748913709,0.014066755771636963,0.1824415773153305,0.23913484811782837
41,0.010663212222211501,0.01529808430110707,0.18127460777759552,0.2600674331188202
42,0.010317276505862965,0.016625460456399357,0.1753937005996704,0.28263282775878906
43,0.009758255060981302,0.01754491469439338,0.16589033603668213,0.2982635498046875
