Epoch,Loss train,Loss val,Deviation train,Deviation val
0,0.05118034867679372,0.046682831119088566,0.8700659275054932,0.7936081290245056
1,0.034359798711888934,0.10003679640152875,0.5841165781021118,1.7006255388259888
2,0.11287773356718175,0.01541675188962151,1.9189214706420898,0.2620847821235657
3,0.025102227926254272,0.051000584574306715,0.42673787474632263,0.8670099377632141
4,0.0386580088559319,0.060841665548436785,0.6571861505508423,1.0343083143234253
5,0.0483852554770077,0.05709347654791439,0.8225493431091309,0.9705891013145447
6,0.04472269030178294,0.0481640941956464,0.7602857351303101,0.8187896013259888
7,0.03570497386595782,0.035193215398227465,0.606984555721283,0.5982846617698669
8,0.023597228176453534,0.016119949957903695,0.4011528789997101,0.2740391492843628
9,0.010104976156178643,0.012821030967375812,0.17178459465503693,0.2179575264453888
10,0.0189861725358402,0.010938257855527541,0.32276493310928345,0.1859503835439682
11,0.012840025565203498,0.017514852916493136,0.21828043460845947,0.2977524995803833
12,0.010095357018358567,0.02740443979992586,0.17162106931209564,0.4658754765987396
13,0.01672556470422184,0.027463062721140245,0.28433459997177124,0.46687206625938416
14,0.016743884367101333,0.019978754660662484,0.28464603424072266,0.3396388292312622
