Epoch,Loss train,Loss val,Deviation train,Deviation val
0,0.016050927100643035,0.015655588719152635,0.4975787401199341,0.4853232502937317
1,0.014212688130717124,0.013639901914904195,0.44059333205223083,0.42283695936203003
2,0.012353501973613616,0.011653038763230848,0.3829585611820221,0.36124420166015625
3,0.010339919597871842,0.009537394008328837,0.3205375075340271,0.29565921425819397
4,0.008366763591766357,0.007558647182679946,0.2593696713447571,0.2343180626630783
5,0.006826314233964489,0.008030802011489868,0.21161574125289917,0.2489548623561859
6,0.007228560986057404,0.008910854977946128,0.22408539056777954,0.27623650431632996
7,0.008240257540056783,0.009480292758634013,0.25544798374176025,0.2938890755176544
8,0.00889198818514424,0.009262703118785735,0.27565163373947144,0.2871437966823578
9,0.008431927811714911,0.008713478042233375,0.26138976216316223,0.2701178193092346
10,0.007958741438004279,0.00825030380679715,0.24672098457813263,0.25575941801071167
11,0.007501029679852147,0.007919996496169798,0.23253192007541656,0.24551989138126373
12,0.006952238659704885,0.007664844874412783,0.21551939845085144,0.23761019110679626
13,0.006595939878494509,0.0075639947768180605,0.20447413623332977,0.23448383808135986
14,0.006985909035128932,0.007898763302833803,0.2165631800889969,0.2448616623878479
15,0.007262307309335278,0.008128441149188627,0.22513152658939362,0.2519816756248474
16,0.007296519894753733,0.008155616060380013,0.22619211673736572,0.2528240978717804
17,0.007177113044646478,0.008003183430241,0.22249050438404083,0.248098686337471
18,0.007116685951909711,0.007698536399872073,0.22061726450920105,0.23865462839603424
19,0.007095471505195864,0.007545746622547027,0.21995961666107178,0.23391814529895782
20,0.00692970666193193,0.0076663998826857534,0.21482090651988983,0.23765839636325836
21,0.006621158411425929,0.00781816869012771,0.2052559107542038,0.24236322939395905
22,0.006695222470068162,0.00792600070276568,0.20755189657211304,0.24570602178573608
23,0.006925465599183113,0.007960279141702959,0.2146894335746765,0.24676865339279175
24,0.007084085575995907,0.007928538706994826,0.2196066528558731,0.2457846999168396
25,0.007022601462179615,0.007841031397542646,0.21770064532756805,0.24307197332382202
